Key,Year,Level,Transmute,Good,GoodYear,ResolvedYear,GoodDisplayName,Quantity,IsSource
2026|Ioun Stone of Mystic Heroism|Dwarven Steel||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Dwarven Steel,,2026,Dwarven Steel,1,FALSE
2026|Ioun Stone of Mystic Heroism|Elven Bismuth||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Ioun Stone of Mystic Heroism|Enchanter's Munition||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Enchanter's Munition,,2026,Enchanter's Munition,1,FALSE
2026|Ioun Stone of Mystic Heroism|Minotaur Hide||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Minotaur Hide,,2026,Minotaur Hide,1,FALSE
2026|Ioun Stone of Mystic Heroism|Mystic Silk||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Ioun Stone of Mystic Heroism|Oil of Enchantment||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Ioun Stone of Mystic Heroism|Philosopher's Stone||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Philosopher's Stone,,2026,Philosopher's Stone,1,FALSE
"2026|Ioun Stone of Mystic Heroism|1,000 GP Gold Bar||FALSE",2026,Relic,Ioun Stone of Mystic Heroism,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",1,FALSE
2026|Mark of the Tenets|Alchemist's Ink||FALSE,2026,Relic,Mark of the Tenets,Alchemist's Ink,,2026,Alchemist's Ink,1,FALSE
2026|Mark of the Tenets|Alchemist's Parchment||FALSE,2026,Relic,Mark of the Tenets,Alchemist's Parchment,,2026,Alchemist's Parchment,1,FALSE
2026|Mark of the Tenets|Aragonite||FALSE,2026,Relic,Mark of the Tenets,Aragonite,,2026,Aragonite,1,FALSE
2026|Mark of the Tenets|Darkwood Plank||FALSE,2026,Relic,Mark of the Tenets,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
2026|Mark of the Tenets|Dwarven Steel||FALSE,2026,Relic,Mark of the Tenets,Dwarven Steel,,2026,Dwarven Steel,1,FALSE
2026|Mark of the Tenets|Elven Bismuth||FALSE,2026,Relic,Mark of the Tenets,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Mark of the Tenets|Enchanter's Munition||FALSE,2026,Relic,Mark of the Tenets,Enchanter's Munition,,2026,Enchanter's Munition,1,FALSE
2026|Mark of the Tenets|Fleece||FALSE,2026,Relic,Mark of the Tenets,Fleece,,2026,Golden Fleece,1,FALSE
2026|Mark of the Tenets|Minotaur Hide||FALSE,2026,Relic,Mark of the Tenets,Minotaur Hide,,2026,Minotaur Hide,1,FALSE
2026|Mark of the Tenets|Mystic Silk||FALSE,2026,Relic,Mark of the Tenets,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Mark of the Tenets|Oil of Enchantment||FALSE,2026,Relic,Mark of the Tenets,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Mark of the Tenets|Philosopher's Stone||FALSE,2026,Relic,Mark of the Tenets,Philosopher's Stone,,2026,Philosopher's Stone,1,FALSE
"2026|Mark of the Tenets|1,000 GP Gold Bar||FALSE",2026,Relic,Mark of the Tenets,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",1,FALSE
2026|Ring of the Sacred Circle|Alchemist's Ink||FALSE,2026,Arcanum,Ring of the Sacred Circle,Alchemist's Ink,,2026,Alchemist's Ink,1,FALSE
2026|Ring of the Sacred Circle|Alchemist's Parchment||FALSE,2026,Arcanum,Ring of the Sacred Circle,Alchemist's Parchment,,2026,Alchemist's Parchment,1,FALSE
2026|Ring of the Sacred Circle|Aragonite||FALSE,2026,Arcanum,Ring of the Sacred Circle,Aragonite,,2026,Aragonite,1,FALSE
2026|Ring of the Sacred Circle|Darkwood Plank||FALSE,2026,Arcanum,Ring of the Sacred Circle,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
2026|Ring of the Sacred Circle|Dwarven Steel||FALSE,2026,Arcanum,Ring of the Sacred Circle,Dwarven Steel,,2026,Dwarven Steel,1,FALSE
2026|Ring of the Sacred Circle|Elven Bismuth||FALSE,2026,Arcanum,Ring of the Sacred Circle,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Ring of the Sacred Circle|Enchanter's Munition||FALSE,2026,Arcanum,Ring of the Sacred Circle,Enchanter's Munition,,2026,Enchanter's Munition,1,FALSE
2026|Ring of the Sacred Circle|Fleece||FALSE,2026,Arcanum,Ring of the Sacred Circle,Fleece,,2026,Golden Fleece,1,FALSE
2026|Ring of the Sacred Circle|Minotaur Hide||FALSE,2026,Arcanum,Ring of the Sacred Circle,Minotaur Hide,,2026,Minotaur Hide,1,FALSE
2026|Ring of the Sacred Circle|Mystic Silk||FALSE,2026,Arcanum,Ring of the Sacred Circle,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Ring of the Sacred Circle|Oil of Enchantment||FALSE,2026,Arcanum,Ring of the Sacred Circle,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Ring of the Sacred Circle|Philosopher's Stone||FALSE,2026,Arcanum,Ring of the Sacred Circle,Philosopher's Stone,,2026,Philosopher's Stone,1,FALSE
2026|Ring of the Sacred Circle|1k Bonus||FALSE,2026,Arcanum,Ring of the Sacred Circle,1k Bonus,,2026,Ring of the 1st Circle,1,FALSE
2026|Ring of the Sacred Circle|1k Bonus|-1|FALSE,2026,Arcanum,Ring of the Sacred Circle,1k Bonus,-1,2025,Ring of the 2nd Circle,1,FALSE
2026|Ring of the Sacred Circle|1k Bonus|-2|FALSE,2026,Arcanum,Ring of the Sacred Circle,1k Bonus,-2,2024,Ring of the 3rd Circle,1,FALSE
2026|Ring of the Sacred Circle|1k Bonus|-3|FALSE,2026,Arcanum,Ring of the Sacred Circle,1k Bonus,-3,2023,Ring of the 4th Circle,1,FALSE
2026|Ring of the Sacred Circle|1k Bonus|-4|FALSE,2026,Arcanum,Ring of the Sacred Circle,1k Bonus,-4,2022,Ring of the 5th Circle,1,FALSE
2026|Ring of the Vampire Lord|PYP||FALSE,2026,Relic,Ring of the Vampire Lord,PYP,,2026,Ultra Rare,1,FALSE
2026|Ring of the Vampire Lord|Alchemist's Ink||FALSE,2026,Relic,Ring of the Vampire Lord,Alchemist's Ink,,2026,Alchemist's Ink,5,FALSE
2026|Ring of the Vampire Lord|Alchemist's Parchment||FALSE,2026,Relic,Ring of the Vampire Lord,Alchemist's Parchment,,2026,Alchemist's Parchment,5,FALSE
2026|Ring of the Vampire Lord|Aragonite||FALSE,2026,Relic,Ring of the Vampire Lord,Aragonite,,2026,Aragonite,3,FALSE
2026|Ring of the Vampire Lord|Darkwood Plank||FALSE,2026,Relic,Ring of the Vampire Lord,Darkwood Plank,,2026,Darkwood Plank,10,FALSE
2026|Ring of the Vampire Lord|Dwarven Steel||FALSE,2026,Relic,Ring of the Vampire Lord,Dwarven Steel,,2026,Dwarven Steel,15,FALSE
2026|Ring of the Vampire Lord|Elven Bismuth||FALSE,2026,Relic,Ring of the Vampire Lord,Elven Bismuth,,2026,Elven Bismuth,5,FALSE
2026|Ring of the Vampire Lord|Enchanter's Munition||FALSE,2026,Relic,Ring of the Vampire Lord,Enchanter's Munition,,2026,Enchanter's Munition,2,FALSE
2026|Ring of the Vampire Lord|Fleece||FALSE,2026,Relic,Ring of the Vampire Lord,Fleece,,2026,Golden Fleece,1,FALSE
2026|Ring of the Vampire Lord|Minotaur Hide||FALSE,2026,Relic,Ring of the Vampire Lord,Minotaur Hide,,2026,Minotaur Hide,10,FALSE
2026|Ring of the Vampire Lord|Mystic Silk||FALSE,2026,Relic,Ring of the Vampire Lord,Mystic Silk,,2026,Mystic Silk,20,FALSE
2026|Ring of the Vampire Lord|Oil of Enchantment||FALSE,2026,Relic,Ring of the Vampire Lord,Oil of Enchantment,,2026,Oil of Enchantment,3,FALSE
2026|Ring of the Vampire Lord|Philosopher's Stone||FALSE,2026,Relic,Ring of the Vampire Lord,Philosopher's Stone,,2026,Philosopher's Stone,20,FALSE
"2026|Ring of the Vampire Lord|1,000 GP Gold Bar||FALSE",2026,Relic,Ring of the Vampire Lord,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",5,FALSE
2026|Herald's Ring of Wrath|Alchemist's Ink||FALSE,2026,Relic,Herald's Ring of Wrath,Alchemist's Ink,,2026,Alchemist's Ink,5,FALSE
2026|Herald's Ring of Wrath|Alchemist's Parchment||FALSE,2026,Relic,Herald's Ring of Wrath,Alchemist's Parchment,,2026,Alchemist's Parchment,5,FALSE
2026|Herald's Ring of Wrath|Aragonite||FALSE,2026,Relic,Herald's Ring of Wrath,Aragonite,,2026,Aragonite,2,FALSE
2026|Herald's Ring of Wrath|Darkwood Plank||FALSE,2026,Relic,Herald's Ring of Wrath,Darkwood Plank,,2026,Darkwood Plank,20,FALSE
2026|Herald's Ring of Wrath|Dwarven Steel||FALSE,2026,Relic,Herald's Ring of Wrath,Dwarven Steel,,2026,Dwarven Steel,15,FALSE
2026|Herald's Ring of Wrath|Elven Bismuth||FALSE,2026,Relic,Herald's Ring of Wrath,Elven Bismuth,,2026,Elven Bismuth,2,FALSE
2026|Herald's Ring of Wrath|Enchanter's Munition||FALSE,2026,Relic,Herald's Ring of Wrath,Enchanter's Munition,,2026,Enchanter's Munition,5,FALSE
2026|Herald's Ring of Wrath|Fleece||FALSE,2026,Relic,Herald's Ring of Wrath,Fleece,,2026,Golden Fleece,1,FALSE
2026|Herald's Ring of Wrath|Minotaur Hide||FALSE,2026,Relic,Herald's Ring of Wrath,Minotaur Hide,,2026,Minotaur Hide,10,FALSE
2026|Herald's Ring of Wrath|Mystic Silk||FALSE,2026,Relic,Herald's Ring of Wrath,Mystic Silk,,2026,Mystic Silk,15,FALSE
2026|Herald's Ring of Wrath|Oil of Enchantment||FALSE,2026,Relic,Herald's Ring of Wrath,Oil of Enchantment,,2026,Oil of Enchantment,2,FALSE
2026|Herald's Ring of Wrath|Philosopher's Stone||FALSE,2026,Relic,Herald's Ring of Wrath,Philosopher's Stone,,2026,Philosopher's Stone,20,FALSE
"2026|Herald's Ring of Wrath|1,000 GP Gold Bar||FALSE",2026,Relic,Herald's Ring of Wrath,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",5,FALSE
2026|Herald's Ring of Wrath|Herald Token||FALSE,2026,Relic,Herald's Ring of Wrath,Herald Token,,2026,Herald Token,20,FALSE
2026|Herald's Ring of Focus|Alchemist's Ink||FALSE,2026,Relic,Herald's Ring of Focus,Alchemist's Ink,,2026,Alchemist's Ink,10,FALSE
2026|Herald's Ring of Focus|Alchemist's Parchment||FALSE,2026,Relic,Herald's Ring of Focus,Alchemist's Parchment,,2026,Alchemist's Parchment,10,FALSE
2026|Herald's Ring of Focus|Aragonite||FALSE,2026,Relic,Herald's Ring of Focus,Aragonite,,2026,Aragonite,2,FALSE
2026|Herald's Ring of Focus|Darkwood Plank||FALSE,2026,Relic,Herald's Ring of Focus,Darkwood Plank,,2026,Darkwood Plank,15,FALSE
2026|Herald's Ring of Focus|Dwarven Steel||FALSE,2026,Relic,Herald's Ring of Focus,Dwarven Steel,,2026,Dwarven Steel,10,FALSE
2026|Herald's Ring of Focus|Elven Bismuth||FALSE,2026,Relic,Herald's Ring of Focus,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Herald's Ring of Focus|Enchanter's Munition||FALSE,2026,Relic,Herald's Ring of Focus,Enchanter's Munition,,2026,Enchanter's Munition,3,FALSE
2026|Herald's Ring of Focus|Fleece||FALSE,2026,Relic,Herald's Ring of Focus,Fleece,,2026,Golden Fleece,1,FALSE
2026|Herald's Ring of Focus|Minotaur Hide||FALSE,2026,Relic,Herald's Ring of Focus,Minotaur Hide,,2026,Minotaur Hide,5,FALSE
2026|Herald's Ring of Focus|Mystic Silk||FALSE,2026,Relic,Herald's Ring of Focus,Mystic Silk,,2026,Mystic Silk,15,FALSE
2026|Herald's Ring of Focus|Oil of Enchantment||FALSE,2026,Relic,Herald's Ring of Focus,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Herald's Ring of Focus|Philosopher's Stone||FALSE,2026,Relic,Herald's Ring of Focus,Philosopher's Stone,,2026,Philosopher's Stone,25,FALSE
"2026|Herald's Ring of Focus|1,000 GP Gold Bar||FALSE",2026,Relic,Herald's Ring of Focus,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",5,FALSE
2026|Herald's Ring of Focus|Herald Token||FALSE,2026,Relic,Herald's Ring of Focus,Herald Token,,2026,Herald Token,20,FALSE
2027|Boots of Grounding|Darkwood Plank||FALSE,2027,Enhanced,Boots of Grounding,Darkwood Plank,,2027,Darkwood Plank,1,FALSE
2027|Boots of Grounding|Monster Trophy||FALSE,2027,Enhanced,Boots of Grounding,Monster Trophy,,2027,Monster Trophy,1,FALSE
2027|Boots of Grounding|Philosopher's Stone||FALSE,2027,Enhanced,Boots of Grounding,Philosopher's Stone,,2027,Philosopher's Stone,1,FALSE
2027|Ioun Stone Aquamarine Prism|Enchanter's Munition||FALSE,2027,Enhanced,Ioun Stone Aquamarine Prism,Enchanter's Munition,,2027,Enchanter's Munition,1,FALSE
2027|Ioun Stone Aquamarine Prism|Monster Trophy||FALSE,2027,Enhanced,Ioun Stone Aquamarine Prism,Monster Trophy,,2027,Monster Trophy,1,FALSE
2027|Ioun Stone Aquamarine Prism|Mystic Silk||FALSE,2027,Enhanced,Ioun Stone Aquamarine Prism,Mystic Silk,,2027,Mystic Silk,1,FALSE
2027|Mask of Careless Magic|Monster Trophy||FALSE,2027,Enhanced,Mask of Careless Magic,Monster Trophy,,2027,Monster Trophy,1,FALSE
2027|Mask of Careless Magic|Mystic Silk||FALSE,2027,Enhanced,Mask of Careless Magic,Mystic Silk,,2027,Mystic Silk,1,FALSE
2027|Mask of Careless Magic|Philosopher's Stone||FALSE,2027,Enhanced,Mask of Careless Magic,Philosopher's Stone,,2027,Philosopher's Stone,1,FALSE
2027|Gloves of Spirit Handling|Alchemist's Ink||FALSE,2027,Exalted,Gloves of Spirit Handling,Alchemist's Ink,,2027,Alchemist's Ink,2,FALSE
2027|Gloves of Spirit Handling|Alchemist's Parchment||FALSE,2027,Exalted,Gloves of Spirit Handling,Alchemist's Parchment,,2027,Alchemist's Parchment,2,FALSE
2027|Gloves of Spirit Handling|Monster Trophy||FALSE,2027,Exalted,Gloves of Spirit Handling,Monster Trophy,,2027,Monster Trophy,1,FALSE
2027|Gloves of Spirit Handling|Mystic Silk||FALSE,2027,Exalted,Gloves of Spirit Handling,Mystic Silk,,2027,Mystic Silk,5,FALSE
2027|Gloves of Spirit Handling|Philosopher's Stone||FALSE,2027,Exalted,Gloves of Spirit Handling,Philosopher's Stone,,2027,Philosopher's Stone,5,FALSE
2027|Mask of Foggy Skill|Alchemist's Ink||FALSE,2027,Exalted,Mask of Foggy Skill,Alchemist's Ink,,2027,Alchemist's Ink,2,FALSE
2027|Mask of Foggy Skill|Alchemist's Parchment||FALSE,2027,Exalted,Mask of Foggy Skill,Alchemist's Parchment,,2027,Alchemist's Parchment,2,FALSE
2027|Mask of Foggy Skill|Darkwood Plank||FALSE,2027,Exalted,Mask of Foggy Skill,Darkwood Plank,,2027,Darkwood Plank,2,FALSE
2027|Mask of Foggy Skill|Enchanter's Munition||FALSE,2027,Exalted,Mask of Foggy Skill,Enchanter's Munition,,2027,Enchanter's Munition,2,FALSE
2027|Mask of Foggy Skill|Monster Trophy||FALSE,2027,Exalted,Mask of Foggy Skill,Monster Trophy,,2027,Monster Trophy,1,FALSE
2027|Mask of Foggy Skill|Mystic Silk||FALSE,2027,Exalted,Mask of Foggy Skill,Mystic Silk,,2027,Mystic Silk,3,FALSE
2027|Mask of Foggy Skill|Philosopher's Stone||FALSE,2027,Exalted,Mask of Foggy Skill,Philosopher's Stone,,2027,Philosopher's Stone,3,FALSE
2027|Aron's Arcane Necklace of Baubles|PYP||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,PYP,,2027,Ultra Rare,2,FALSE
2027|Aron's Arcane Necklace of Baubles|Alchemist's Ink||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Alchemist's Ink,,2027,Alchemist's Ink,15,FALSE
2027|Aron's Arcane Necklace of Baubles|Alchemist's Parchment||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Alchemist's Parchment,,2027,Alchemist's Parchment,15,FALSE
2027|Aron's Arcane Necklace of Baubles|Aragonite||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Aragonite,,2027,Aragonite,2,FALSE
2027|Aron's Arcane Necklace of Baubles|Darkwood Plank||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Darkwood Plank,,2027,Darkwood Plank,20,FALSE
2027|Aron's Arcane Necklace of Baubles|Dwarven Steel||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Dwarven Steel,,2027,Dwarven Steel,10,FALSE
2027|Aron's Arcane Necklace of Baubles|Elven Bismuth||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Elven Bismuth,,2027,Elven Bismuth,3,FALSE
2027|Aron's Arcane Necklace of Baubles|Enchanter's Munition||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Enchanter's Munition,,2027,Enchanter's Munition,3,FALSE
2027|Aron's Arcane Necklace of Baubles|Fleece||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Fleece,,2027,Golden Fleece,2,FALSE
2027|Aron's Arcane Necklace of Baubles|Minotaur Hide||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Minotaur Hide,,2027,Minotaur Hide,10,FALSE
2027|Aron's Arcane Necklace of Baubles|Mystic Silk||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Mystic Silk,,2027,Mystic Silk,15,FALSE
2027|Aron's Arcane Necklace of Baubles|Oil of Enchantment||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Oil of Enchantment,,2027,Oil of Enchantment,3,FALSE
2027|Aron's Arcane Necklace of Baubles|Philosopher's Stone||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Philosopher's Stone,,2027,Philosopher's Stone,25,FALSE
"2027|Aron's Arcane Necklace of Baubles|1,000 GP Gold Bar||FALSE",2027,Legendary,Aron's Arcane Necklace of Baubles,"1,000 GP Gold Bar",,2027,"1,000 GP Gold Bar",25,FALSE
2027|Aron's Arcane Necklace of Baubles|Wish||FALSE,2027,Legendary,Aron's Arcane Necklace of Baubles,Wish,,2027,Wish Ring,1,FALSE
2027|Aron's Arcane Necklace of Baubles|Greater Arcane Necklace of Baubles||TRUE,2027,Legendary,Aron's Arcane Necklace of Baubles,Greater Arcane Necklace of Baubles,,2027,Greater Arcane Necklace of Baubles (transmute),1,TRUE
2027|Smith's Charm of Unified Synergy|PYP||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,PYP,,2027,Ultra Rare,2,FALSE
2027|Smith's Charm of Unified Synergy|Alchemist's Ink||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Alchemist's Ink,,2027,Alchemist's Ink,15,FALSE
2027|Smith's Charm of Unified Synergy|Alchemist's Parchment||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Alchemist's Parchment,,2027,Alchemist's Parchment,15,FALSE
2027|Smith's Charm of Unified Synergy|Aragonite||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Aragonite,,2027,Aragonite,3,FALSE
2027|Smith's Charm of Unified Synergy|Darkwood Plank||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Darkwood Plank,,2027,Darkwood Plank,25,FALSE
2027|Smith's Charm of Unified Synergy|Dwarven Steel||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Dwarven Steel,,2027,Dwarven Steel,10,FALSE
2027|Smith's Charm of Unified Synergy|Elven Bismuth||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Elven Bismuth,,2027,Elven Bismuth,3,FALSE
2027|Smith's Charm of Unified Synergy|Enchanter's Munition||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Enchanter's Munition,,2027,Enchanter's Munition,2,FALSE
2027|Smith's Charm of Unified Synergy|Fleece||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Fleece,,2027,Golden Fleece,2,FALSE
2027|Smith's Charm of Unified Synergy|Minotaur Hide||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Minotaur Hide,,2027,Minotaur Hide,10,FALSE
2027|Smith's Charm of Unified Synergy|Mystic Silk||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Mystic Silk,,2027,Mystic Silk,20,FALSE
2027|Smith's Charm of Unified Synergy|Oil of Enchantment||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Oil of Enchantment,,2027,Oil of Enchantment,3,FALSE
2027|Smith's Charm of Unified Synergy|Philosopher's Stone||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Philosopher's Stone,,2027,Philosopher's Stone,15,FALSE
"2027|Smith's Charm of Unified Synergy|1,000 GP Gold Bar||FALSE",2027,Legendary,Smith's Charm of Unified Synergy,"1,000 GP Gold Bar",,2027,"1,000 GP Gold Bar",25,FALSE
2027|Smith's Charm of Unified Synergy|Wish||FALSE,2027,Legendary,Smith's Charm of Unified Synergy,Wish,,2027,Wish Ring,1,FALSE
2027|Smith's Charm of Unified Synergy|Charm of Unity||TRUE,2027,Legendary,Smith's Charm of Unified Synergy,Charm of Unity,,2027,Charm of Unity (transmute),1,TRUE
2027|Greater Arcane Necklace of Baubles|PYP||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,PYP,,2027,Ultra Rare,1,FALSE
2027|Greater Arcane Necklace of Baubles|Alchemist's Ink||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Alchemist's Ink,,2027,Alchemist's Ink,5,FALSE
2027|Greater Arcane Necklace of Baubles|Alchemist's Parchment||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Alchemist's Parchment,,2027,Alchemist's Parchment,10,FALSE
2027|Greater Arcane Necklace of Baubles|Aragonite||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Aragonite,,2027,Aragonite,2,FALSE
2027|Greater Arcane Necklace of Baubles|Darkwood Plank||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Darkwood Plank,,2027,Darkwood Plank,15,FALSE
2027|Greater Arcane Necklace of Baubles|Dwarven Steel||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Dwarven Steel,,2027,Dwarven Steel,10,FALSE
2027|Greater Arcane Necklace of Baubles|Elven Bismuth||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Elven Bismuth,,2027,Elven Bismuth,2,FALSE
2027|Greater Arcane Necklace of Baubles|Enchanter's Munition||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Enchanter's Munition,,2027,Enchanter's Munition,3,FALSE
2027|Greater Arcane Necklace of Baubles|Fleece||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Fleece,,2027,Golden Fleece,1,FALSE
2027|Greater Arcane Necklace of Baubles|Minotaur Hide||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Minotaur Hide,,2027,Minotaur Hide,5,FALSE
2027|Greater Arcane Necklace of Baubles|Mystic Silk||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Mystic Silk,,2027,Mystic Silk,15,FALSE
2027|Greater Arcane Necklace of Baubles|Oil of Enchantment||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Oil of Enchantment,,2027,Oil of Enchantment,2,FALSE
2027|Greater Arcane Necklace of Baubles|Philosopher's Stone||FALSE,2027,Relic,Greater Arcane Necklace of Baubles,Philosopher's Stone,,2027,Philosopher's Stone,20,FALSE
"2027|Greater Arcane Necklace of Baubles|1,000 GP Gold Bar||FALSE",2027,Relic,Greater Arcane Necklace of Baubles,"1,000 GP Gold Bar",,2027,"1,000 GP Gold Bar",5,FALSE
2027|Charm of Unity|PYP||FALSE,2027,Relic,Charm of Unity,PYP,,2027,Ultra Rare,1,FALSE
2027|Charm of Unity|Alchemist's Ink||FALSE,2027,Relic,Charm of Unity,Alchemist's Ink,,2027,Alchemist's Ink,5,FALSE
2027|Charm of Unity|Alchemist's Parchment||FALSE,2027,Relic,Charm of Unity,Alchemist's Parchment,,2027,Alchemist's Parchment,5,FALSE
2027|Charm of Unity|Aragonite||FALSE,2027,Relic,Charm of Unity,Aragonite,,2027,Aragonite,2,FALSE
2027|Charm of Unity|Darkwood Plank||FALSE,2027,Relic,Charm of Unity,Darkwood Plank,,2027,Darkwood Plank,20,FALSE
2027|Charm of Unity|Dwarven Steel||FALSE,2027,Relic,Charm of Unity,Dwarven Steel,,2027,Dwarven Steel,15,FALSE
2027|Charm of Unity|Elven Bismuth||FALSE,2027,Relic,Charm of Unity,Elven Bismuth,,2027,Elven Bismuth,2,FALSE
2027|Charm of Unity|Enchanter's Munition||FALSE,2027,Relic,Charm of Unity,Enchanter's Munition,,2027,Enchanter's Munition,2,FALSE
2027|Charm of Unity|Fleece||FALSE,2027,Relic,Charm of Unity,Fleece,,2027,Golden Fleece,1,FALSE
2027|Charm of Unity|Minotaur Hide||FALSE,2027,Relic,Charm of Unity,Minotaur Hide,,2027,Minotaur Hide,5,FALSE
2027|Charm of Unity|Mystic Silk||FALSE,2027,Relic,Charm of Unity,Mystic Silk,,2027,Mystic Silk,15,FALSE
2027|Charm of Unity|Oil of Enchantment||FALSE,2027,Relic,Charm of Unity,Oil of Enchantment,,2027,Oil of Enchantment,2,FALSE
2027|Charm of Unity|Philosopher's Stone||FALSE,2027,Relic,Charm of Unity,Philosopher's Stone,,2027,Philosopher's Stone,10,FALSE
"2027|Charm of Unity|1,000 GP Gold Bar||FALSE",2027,Relic,Charm of Unity,"1,000 GP Gold Bar",,2027,"1,000 GP Gold Bar",5,FALSE
